Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
"In 1998, Mehndi was signed by Coca-Cola for product endorsement and was featured in 30 concerts across India",1998,131.0,Musical,6.0,25.0,Deepak Gattani,Daler Mehndi,Rekha,Pran
In Camera,2010,78.0,Documentary,6.4,14.0,Ranjan Palit,Ashok Kumar,Rekha,Pran
In Custody,1994,126.0,"Comedy, Drama",7.1,348.0,Ismail Merchant,Shashi Kapoor,Shabana Azmi,Om Puri
In India Today,1991,131.0,Drama,6.0,25.0,Abdul Sattar Khan,Sadashiv Amrapurkar,Vinay Apte,Prem Chopra
In Our Country Cinema Is the Most Popular & Most Corrupt Art Form,2017,76.0,"Documentary, Drama",6.0,25.0,Uttam Halder,Sanjeet Kumar,Uttam Halder,Sameer Potade
In Search of Bidesia,2019,77.0,Documentary,6.0,25.0,Simit Bhagat,Ashok Kumar,Rekha,Pran
In Search of Life,2016,132.0,"Adventure, Drama, Sci-Fi",6.0,25.0,Upamanyu Sushma Naskar,Aadi Jain,Sahib,Soham Singh Wala
In The Month of July,2021,131.0,Family,6.0,25.0,Saurabh Sengupta,Shamim Akbarali,Donal Bisht,Ranjeet Jha
In the Name of Tai,2012,143.0,Drama,5.9,7.0,Ujjwal V. Thengdi,Parag Ajgaonkar,Asrani,Babita
In the Shadows,2017,117.0,"Drama, Thriller",7.1,577.0,Dipesh Jain,Manoj Bajpayee,Ranvir Shorey,Neeraj Kabi
In Their Shoes,2015,92.0,Documentary,6.8,41.0,Atul Sabharwal,Ashok Kumar,Rekha,Pran
In Your Name,2003,132.0,"Action, Drama, Romance",7.1,17.0,Satish Kaushik,Salman Khan,Bhoomika Chawla,Sachin Khedekar
Inaam,1955,131.0,Family,6.0,25.0,M.I. Dharamsey,Pratima Devi,Nasir Khan,Bimla Kumari
Inaam Dus Hazaar,1987,131.0,"Action, Thriller",6.0,142.0,Jyotin Goel,Sanjay Dutt,Meenakshi Sheshadri,Amrish Puri
Incredible India,1991,140.0,Drama,6.0,25.0,Raj Singh Rajput,Atsede Addy Ethio,Garima Agarwal,Ramesh Goyal
In-Deewar,1991,131.0,Thriller,6.0,25.0,Niddhish Puuzhakkal,Ashok Kumar,Rekha,Pran
Independence,1999,131.0,"Action, Thriller",4.5,61.0,Vinayan,Rajan P. Dev,Sphadikam George,Cochin Hanifa
India Dial 100,1991,131.0,Crime,6.0,25.0,Yogesh Dubey,Divyendu Sharma,Nidhhi Agerwal,Pran
India Fashion Factory,2020,120.0,Comedy,6.0,25.0,Rajesh Bajaj,Nikki Tamboli,Namashi Chakraborthy,Pran
India inside Out,2010,79.0,"Documentary, News",6.0,25.0,Anand Bhaskar-Rao,Jonathan Klein,Karuna Mayee,Pran
India Lockdown,2021,131.0,Drama,6.0,25.0,Madhur Bhandarkar,Shweta Basu Prasad,Aahana Kumra,Sai Tamhankar
India Untouched: Stories of a People Apart,2007,108.0,Documentary,8.9,208.0,Stalin Kurup,Ashok Kumar,Rekha,Pran
Indian,2001,178.0,"Action, Crime, Drama",5.4,2.0,N. Maharajan,Sunny Deol,Shilpa Shetty Kundra,Raj Babbar
Indian 2,1991,131.0,"Action, Drama, Thriller",6.0,25.0,S. Shankar,Rakul Preet Singh,Kajal Aggarwal,Kamal Haasan
Indian Babu,2003,131.0,"Drama, Romance",4.5,52.0,Lawrence D'Souza,Jaz Pandher,Gurleen Chopra,Mukesh Rishi
Indian Dreams,2012,91.0,"Documentary, Adventure",6.0,25.0,Walter Größbauer,Claudia Pöchlauer,Bhupinder Chauhan,Pran
Indian lady,1940,131.0,Family,6.0,25.0,Nr Archarya,Ashok Kumar,Rekha,Pran
Indian Never Again Nirbhaya,2018,131.0,Drama,6.5,27.0,Bidisha Adhikari,Kanchan Adhikari,Payal Kaashyap,Riecha Sharma
India's Daughter,2015,63.0,"Documentary, Biography, Crime",8.2,1.0,Leslee Udwin,Asha Devi,Badri Singh,Satendra
India's Daughter,2015,120.0,"Action, Crime, Drama",6.9,21.0,Rupesh Paul,Omkar Das Manikpuri,Amann Grewal,Vishal Om Prakash
India's Most Wanted,2019,123.0,"Action, Adventure, Thriller",4.5,1.0,Raj Kumar Gupta,Arjun Kapoor,Sudev Nair,Rajesh Sharma
Indira,1996,143.0,Drama,7.0,218.0,Suhasini,Anuradha Hasan,Arvind Swamy,Nassar
Indira M.A.,1934,158.0,Drama,6.0,25.0,Nandlal Jaswantlal,Ruby Mayer,Dinshaw Bilimoria,Raja Sandow P.K.
Indoo Ki Jawani,2020,118.0,"Comedy, Drama",3.0,5.0,Abir Sengupta,Kiara Advani,Aditya Seal,Mushtaq Khan
Indra Leela,1956,131.0,Drama,6.0,25.0,Trilok Kapoor,Kuldip Kaur,Leela Mishra,S.N. Tripathi
Indra Sabha,1956,131.0,Drama,6.0,25.0,Nanubhai Vakil,Chitra,Daljeet,Hiralal
"Indradhanush, the Grey Shades of Love",2021,90.0,Mystery,8.8,5.0,Nalin Singh,Talia Bentson,Sommansh Sachdevva,Pran
Indrajeet,1991,131.0,"Action, Drama",4.5,258.0,K.V. Raju,Amitabh Bachchan,Jaya Prada,Kumar Gaurav
Indrani,1958,121.0,Drama,7.3,57.0,Niren Lahiri,Suchitra Sen,Uttam Kumar,Biman Bannerjee
Indrasabha,1932,211.0,"Musical, Romance",6.0,12.0,J.J. Madan,Nissar,Jehanara Kajjan,Abdul Rehman Kabuli
Indrasen,1952,131.0,Drama,6.0,25.0,Raja Nene,Ashok Kumar,Rekha,Pran
Indrudu Chandrudu,1989,158.0,"Comedy, Drama",7.2,293.0,Suresh Krishna,Kamal Haasan,Vijayshanti,Charan Raj
Indu in a Burkha,2020,120.0,Drama,6.0,25.0,Preetam Naik,Adi Irani,Sharma Mohit,Dipesh Naik
Indu Sarkar,2017,139.0,"Drama, Thriller",6.0,1.0,Madhur Bhandarkar,Kirti Kulhari,Tota Roy Chowdhury,Neil Nitin Mukesh
Indus Valley to Indira Gandhi,1970,240.0,Documentary,6.0,25.0,S. Krishnaswamy,Sophia Aman,G.S. Gopalakrishnan,Baby Lata
Inimey Nangathan,2007,131.0,Animation,6.5,23.0,Venky Baboo,Ashok Kumar,Rekha,Pran
Inka Safar Shuru: Raghupati Raghav Raja Ram,2013,108.0,Drama,6.0,25.0,Rajesh Krishna Tiwari,Abhay Bhargava,Shakti Kapoor,Mustaq Khan
Inkaar,1977,135.0,"Mystery, Thriller",6.9,189.0,Raj N. Sippy,Vinod Khanna,Vidya Sinha,Shreeram Lagoo
Inkaar,1943,131.0,Drama,6.0,25.0,Jagdish Sethi,Ashok Kumar,Rekha,Pran
Inkaar,2013,125.0,"Drama, Romance, Thriller",6.0,2.0,Sudhir Mishra,Arjun Rampal,Chitrangda Singh,Vipin Sharma
InkLab,2011,62.0,"Adventure, Thriller",6.0,25.0,Gaurav Chhabra,Mandeep Sodhi,Rekha,Pran
Innocent The Bhola,1991,98.0,Thriller,6.0,25.0,Riju Chandrayan,Marina Kuwar,Joanna Robaczewska,Hirock Sonowal
Inquilaab,1984,152.0,"Action, Drama, Thriller",5.8,271.0,Rama Rao Tatineni,Amitabh Bachchan,C.S. Dubey,Utpal Dutt
Inquilab,1935,144.0,Drama,7.4,38.0,Debaki Bose,Durga Khote,Prithviraj Kapoor,Syed Mohammed
Inquilab,1956,131.0,Drama,6.0,25.0,Kedar Kapoor,Helen,Kuldip Kaur,M. Rajan
Inquilab Ke Baad,1984,131.0,Drama,6.0,25.0,Utpal Dutt,Utpal Dutt,Rabi Ghosh,Vishnuvardhan
Inquilab Zindabad,1975,131.0,Action,6.0,25.0,Krishna Ghattamaneni,Manjula,Vijaya Nirmala,Pran
Insaaf,1987,131.0,"Action, Drama",6.7,68.0,Mukul Anand,Vinod Khanna,Dimple Kapadia,Suresh Oberoi
Insaaf,1937,131.0,Drama,6.0,25.0,Jagatrai Pesumal Advani,Leela Chitnis,Indurani,Pran
Insaaf,1966,129.0,"Action, Adventure, Drama",5.7,6.0,Radhakant,Prithviraj Kapoor,Dara Singh,Azaad Irani
Insaaf Apne Lahoo Se,1994,140.0,"Action, Drama",4.7,43.0,Latif Khan,Shatrughan Sinha,Sanjay Dutt,Shekhar Suman
Insaaf Ka Khoon,1991,131.0,"Crime, Drama",6.0,25.0,Romi Behl,Shoma Anand,Chandrashekhar,Prem Chopra
Insaaf Ka Suraj,1990,131.0,Action,6.0,25.0,Sudhakar Sharma,Ajit Singh Deol,Satyendra Kapoor,Shammi Kapoor
Insaaf Kahan Hain,1978,131.0,Drama,6.0,25.0,Leena Das,Prema Narayan,Rekha,Pran
Insaaf Kaun Karega,1984,131.0,"Action, Drama",4.9,44.0,Sudarshan Nag,Dharmendra,Rajinikanth,Jaya Prada
Insaaf Ki Awaaz,1986,162.0,"Action, Drama",4.8,28.0,D. Rama Naidu,Rekha,Anil Kapoor,Richa Sharma
Insaaf Ki Devi,1992,131.0,Action,3.0,25.0,S.A. Chandrashekhar,Jeetendra,Rekha,Niraj
Insaaf Ki Jung,2006,131.0,"Action, Drama",6.0,25.0,Prakash Kapoor,Arjun,Ram Asra,Mithun Chakraborty
Insaaf Ki Manzil,1988,132.0,Drama,6.0,25.0,Braj Bhushan,Leena Dar,Leena Das,Poonam Dasgupta
Insaaf Ki Takkar,1993,131.0,Action,6.0,25.0,Peerala,Devraj,Shankar,Pran
Insaaf Main Karoonga,1985,131.0,"Crime, Mystery, Thriller",6.8,38.0,Shibu Mitra,Rajesh Khanna,Padmini Kolhapure,Tina Ambani
Insaaf Nagin Ka,1990,131.0,Action,6.0,25.0,Sarath Babu,Madhavi,Rekha,Pran
Insaaf: The Final Justice,1997,155.0,"Action, Comedy, Drama",4.2,864.0,Dayal Nihalani,Akshay Kumar,Shilpa Shetty Kundra,Paresh Rawal
Insaaf: The Justice,2004,136.0,"Action, Drama",3.9,92.0,Shrey Srivastava,Dino Morea,Namrata Shirodkar,Sanjay Suri
Insaan,1982,150.0,"Action, Drama, Family",5.4,29.0,Narendra Bedi,Jeetendra,Vinod Khanna,Reena Roy
Insaan,1944,131.0,Drama,6.0,25.0,Babu Bhai Jani,David Abraham,Maya Banerjee,Krishna Chandra Dey
Insaan,1952,131.0,Drama,6.0,25.0,Jagdish Sethi,Prithviraj Kapoor,Ragini,Kamal Kapoor
Insaan Aur Haiwan,1978,131.0,Action,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Insaan Aur Insaan,1973,131.0,Drama,6.0,25.0,Anwar Hussain,Anjana Mumtaz,Rehman,Varinder
Insaan Aur Shaitan,1970,131.0,Action,5.1,14.0,Aspi Irani,Sanjeev Kumar,Faryal,Sheikh Mukhtar
Insaan Bana Shaitan,1992,131.0,Horror,3.4,11.0,Mohan Bhakri,Shagufta Ali,Aparajita,Rajni Bala
Insaan Jaag Utha,1959,135.0,"Drama, Family, Musical",6.8,38.0,Shakti Samanta,Sunil Dutt,Madhubala,Nasir Hussain
Insaan Ya Shaitan,1933,131.0,Drama,6.0,25.0,Moti B. Gidwani,Dixit,Rekha,Pran
Insaaniyat,1974,133.0,"Drama, Family",6.5,13.0,Prayag Raj,Shashi Kapoor,Madhu,Sujit Kumar
Insaf Ka Mandir,1969,131.0,"Crime, Drama",6.4,5.0,B.R. Ishara,Sanjeev Kumar,Snehlata,Nadira
Insaf Ka Tarazu,1980,146.0,"Crime, Drama",6.4,231.0,B.R. Chopra,Zeenat Aman,Raj Babbar,Deepak Parashar
Insaf Kahan Hain,1958,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Insaf Ki Jung,1988,131.0,"Action, Crime",6.0,25.0,M.G. Hashmat,Shafi Inamdar,Soni Razdan,Priya Tendulkar
Insaf Ki Pukar,1987,131.0,"Action, Drama",5.2,32.0,Rama Rao Tatineni,Dharmendra,Jeetendra,Anita Raj
Insaf Ki Tope,1934,131.0,Drama,6.0,25.0,Dadi Sarkari,Shahzadi,Rekha,Pran
Insan,2005,141.0,"Action, Crime, Drama",4.6,1.0,K. Subhash,Akshay Kumar,Ajay Devgn,Tusshar Kapoor
Insan aur Insaan,1985,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Insaniyat,1994,180.0,"Action, Crime, Drama",3.0,262.0,Tony Juneja,Tom Alter,Sadashiv Amrapurkar,Mahesh Anand
Insaniyat,1955,185.0,"Action, Drama, Romance",7.4,79.0,S.S. Vasan,Dilip Kumar,Dev Anand,Bina Rai
Insaniyat,1988,131.0,Drama,6.0,25.0,Kimi Katkar,Ashok Kumar,Rekha,Pran
Insaniyat Ke Devta,1993,131.0,"Action, Drama",5.1,64.0,K.C. Bokadia,Vikas Anand,Rakesh Bedi,Rita Bhaduri
Insaniyat Ke Dushman,1987,145.0,Action,4.6,52.0,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Anita Raj
Insaniyat Ki Jung,1997,165.0,Action,6.0,25.0,R. Elavarasan,Sarath Kumar,Nagma,Radhika Sarathkumar
"Inshallah, Kashmir",2012,82.0,Documentary,6.8,131.0,Ashvin Kumar,Omar Abdullah,Bashir Baba,Wajahat Habibullah
Inspector,1957,131.0,Action,5.6,15.0,Shakti Samanta,Ashok Kumar,Geeta Bali,Mehmood
Inspector,1970,131.0,Thriller,6.0,25.0,Chand,Alka,Helen,Jayant
Inspector Balram,1991,143.0,"Action, Drama, Thriller",6.9,342.0,I.V. Sasi,Mammootty,Murali,Kiran Kumar
Inspector Dhanush,1991,150.0,"Action, Drama",6.2,29.0,Shyam Ramsay,Tulsi Ramsay,Vishnuvardhan,Sangeeta Bijlani
Inspector Eagle,1979,131.0,Adventure,6.1,7.0,Vishwamitter Adil,Sanjeev Kumar,Neelam Mehra,Bindu
Inspector Gullu,2018,124.0,Action,6.8,32.0,Aziz Naser,Habib Al Aidroos,Adnan Sajid Khan,R.K. Mama
Inspector Kiran,2004,118.0,"Action, Crime, Drama",6.0,25.0,Yash,Milind Gunaji,Nirmal Pandey,Neena Kulkarni
Inspector Kiron,1991,131.0,Action,6.0,25.0,Ashok Punjabi,Raj Babbar,Madhur Bhandarkar,Aruna Irani
Inspector Pratap,1988,131.0,Action,6.6,8.0,Nandamuri Balakrishna,Mutyala Subbaiah,Vijayshanti,Pran
Inspector Rekha,1973,131.0,Thriller,6.0,25.0,Krishna Ghattamaneni,Azaad Irani,Jyothi Lakshmi,Pran
Inspector Reshma,1997,131.0,Action,6.0,25.0,Shridhar Prasad,Sangeeta Bhonsale,Bindu Kamat,Neeta Kulkarni
Intaqam,1933,131.0,Drama,6.0,25.0,J.K. Nanda,Ashok Kumar,Rekha,Pran
Intaquam,1969,144.0,"Drama, Thriller",6.8,48.0,R.K. Nayyar,Ashok Kumar,Sadhana,Sanjay Khan
Inteha,1984,131.0,"Drama, Family",5.3,9.0,Shibu Mitra,Raj Babbar,Reena Roy,Shakti Kapoor
Inteha,2003,155.0,"Action, Drama, Thriller",5.1,153.0,Vikram Bhatt,Ashmit Patel,Vidya Malvade,Nauheed Cyrusi
Inteha Julmo Ki,1999,131.0,Action,6.0,25.0,Meena,Rajasekhar,Satyanarayana,Pran
Inteha Pyar Ki,1992,159.0,"Drama, Family, Musical",3.8,30.0,J.K. Bihari,Vikas Anand,Aparajita,Asrani
Inteqam,1988,131.0,Drama,5.2,73.0,Rajkumar Kohli,Sunny Deol,Anil Kapoor,Kimi Katkar
Inteqam,2001,138.0,"Comedy, Crime",2.6,10.0,Aslam Azmi,Akshay Anand,Tinnu Anand,Pooja Dadwal
Inteqam Aurat Ka,1999,131.0,Action,6.0,25.0,Goga Kapoor,Shagufta Ali,Goga Kapoor,Shakti Kapoor
Inteqam Ke Sholay,1995,146.0,"Action, Thriller",6.0,25.0,Jagdish Gautam,Rita Bhaduri,Jagdeep,Bharat Kapoor
Inteqam Ki Aag,1986,131.0,"Action, Thriller",6.0,25.0,Shiv Kumar,Vinod Mehra,Zarina Wahab,Mahendra Sandhu
Inteqam: The Perfect Game,2004,127.0,"Action, Thriller",5.0,85.0,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar,Nethra Raghuraman
Intercity,2018,50.0,"Action, Thriller",6.0,25.0,Prashast Singh,Prashast Singh,Rekha,Pran
International Crook,1974,138.0,"Action, Crime",6.5,62.0,Pachhi,Dharmendra,Saira Banu,Feroz Khan
International Khiladi,1999,175.0,"Action, Crime, Drama",4.8,2.0,Umesh Mehra,Akshay Kumar,Twinkle Khanna,Rajat Bedi
Intezaar Ke Baad,1947,131.0,Drama,6.0,25.0,G.P. Pawar,Jeevan,Rehman,Shantarin
Intezar,1973,116.0,Drama,5.8,5.0,Mohan Singh Kavia,Rinku Jaiswal,Padmini Kapila,Baldev Khosa
Intezar Ki Raatein,1990,131.0,Thriller,6.0,25.0,Abhilasha,Asokan,Rekha,Pran
Inth Ka Jawab Patthar,2002,131.0,"Musical, Action",3.0,10.0,Mithu Singh,Sudesh Berry,Biswajit Chatterjee,Divya Dutta
Iqbal,2005,132.0,"Drama, Sport",8.1,16.0,Nagesh Kukunoor,Shreyas Talpade,Naseeruddin Shah,Shweta Basu Prasad
Iqraar,1979,131.0,"Musical, Mystery",4.8,5.0,Kailash Advani,Birbal,Aruna Irani,Yunus Parvez
Iqraar: By Chance,2006,130.0,"Comedy, Romance",4.7,41.0,K. Ravi Shankar,Amarjeet,Shilpa Anand,Deepa Bakshi
Iraada,1991,131.0,Drama,4.4,17.0,Indrajit Singh,Shatrughan Sinha,Parveen Babi,Moon Moon Sen
Iraade,2017,84.0,"Drama, Romance",6.0,25.0,Marina Libik,Ashlesha Prabhu,Chirag Saluja,Akshay Kulkarni
Irada,1971,131.0,Romance,6.0,25.0,Rajdeep,Shahida,Sarita,Rajdeep
Irada,2017,109.0,"Drama, Mystery, Thriller",6.3,1.0,Aparnaa Singh,Naseeruddin Shah,Arshad Warsi,Divya Dutta
Iran Ki Ek Raat,1949,131.0,Drama,6.0,25.0,P.C. Barua,Chandrabati Devi,Jamuna,Pran
Iraq Ka Chor,1934,131.0,Drama,6.0,25.0,Kanjibhai Rathod,Navinchandra,Nazir,Pran
Is God Deaf?,2004,131.0,Documentary,6.0,25.0,Sanjivan Lal,Ashok Kumar,Rekha,Pran
Is Paar Ya Us Paar,1990,131.0,Drama,6.0,25.0,Sudhir Dalvi,Jagdeep,Viju Khote,Manmauji
Is Pyaar Ko Kya Naam Doon,2001,131.0,Comedy,5.8,50.0,Rahul Rawail,John Abraham,Akanksha Malhotra,Om Puri
Is Raat Ki Subah Nahin,1996,131.0,"Crime, Thriller",6.7,279.0,Sudhir Mishra,Murad Ali,Tara Deshpande,Kishore Kadam
Is She Raju?,2019,155.0,Comedy,5.0,38.0,Rahul Kumar Shukla,Aditi Bhagat,Ansh Gupta,Amit Behl
Ishaara,1964,129.0,Drama,5.4,10.0,K. Amarnath,Joy Mukherjee,Vyjayanthimala,Jayant
Ishaara,2008,152.0,Crime,4.7,7.0,Dharam,Angeilla Dobson,Milind Gunaji,Mohan Joshi
Ishaara: Call of Love,2006,131.0,Thriller,6.0,25.0,Milind Gunaji,Mohan Joshi,Shakti Kapoor,Sambhavna Sheth
Ishaqzaade,2012,120.0,"Action, Drama, Romance",6.5,7.0,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Gauahar Khan
Ishara,1943,131.0,Drama,6.0,25.0,J.K. Nanda,Prithviraj Kapoor,Suraiya,Pran
Ishk Actually,2013,103.0,Romance,2.6,143.0,Anish Khanna,Neha Ahuja,Raayo S. Bakhirta,Neha Ghelot
Ishk Ishk Ishk,1974,131.0,"Drama, Romance",7.3,59.0,Dev Anand,Dev Anand,Zeenat Aman,Shabana Azmi
Ishkq in Paris,2013,95.0,"Comedy, Romance",3.8,751.0,Prem Soni,Preity Zinta,Isabelle Adjani,Gaurav Chanana
Ishq,1997,161.0,"Action, Comedy, Drama",6.9,10.0,Indra Kumar,Aamir Khan,Ajay Devgn,Juhi Chawla
Ishq Aur Inteqaam,1993,131.0,Thriller,6.0,25.0,Sunil Kumar,Krishan Dhawan,Shakti Kapoor,Raza Murad
Ishq Barsa De Piya,2016,131.0,Mystery,6.0,25.0,Agrawal Mukesh Narayan,Ashok Kumar,Rekha,Pran
Ishq firangi,2018,131.0,Romance,6.0,25.0,Meena Lalit,Ashish Chouhan Bagh,Rekha,Pran
Ishq Forever,2016,125.0,Romance,4.0,96.0,Sameer Sippy,Krishna Chaturvedi,Ruhi Singh,Javed Jaffrey
Ishq Hai Tumse,2004,148.0,Romance,3.1,151.0,G. Krishna,Dino Morea,Bipasha Basu,Beena Banerjee
Ishq Ho Gaya Mamu,2008,100.0,Comedy,6.0,25.0,Sumbul Gazi,Nasir Khan,Meenu Bharadwaj,Avtar Gill
Ishq Ka Achar,2004,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Ishq Ka Manjan,2017,135.0,"Comedy, Drama",5.8,12.0,Ramkumar Pawadia,Munesh Nehra,Asrani,Shakti Kapoor
Ishq Ka Toofan,1992,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Ishq Kaminaa,2003,131.0,Thriller,6.0,25.0,Aanchal Malhotra,Sandhya Mehra,Amar Upadhyay,Vishal
Ishq Ke Parindey,2015,120.0,"Music, Romance",6.8,51.0,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad
Ishq Ke Rang,2017,131.0,Horror,6.0,25.0,Pradeep R. Sharma,Humayoon Shams Khan,Karishma Kaul,Saanvi Dhiman
Ishq Khuda Hain,1992,131.0,Romance,6.0,25.0,Tinnu Anand,Dan Dhanoa,Goga Kapoor,Asha Sachdev
Ishq Mein Jeena Ishq Mein Marna,1994,134.0,Romance,5.7,10.0,Mahrukh Mirza,Divya Dutta,Brij Gopal,Shafi Inamdar
Ishq Na Karna,2006,131.0,Thriller,6.0,25.0,Awani Agrawal,Nazeem Khan,Urvashi Chaudhary,Milind Gunaji
Ishq Ne Krazy Kiya Re,2015,131.0,Romance,7.6,18.0,Naresh Malhotra,Nyra Banerjee,Mugdha Godse,Nishant Malkani
Ishq Par Zor Nahin,1970,131.0,Romance,6.7,48.0,Ramesh Saigal,Sadhana,Dharmendra,Biswajit Chatterjee
Ishq Qayamat,2004,131.0,Thriller,5.5,17.0,V. Menon,Suman Ranganath,Milind Gunaji,Deepak Jethi
Ishq Samandar,2016,131.0,Romance,6.0,25.0,Anwar Ali,Tanveer Zaidi,Tanishq Rajan,Divyaa Dwivedi
Ishq Tera,2018,122.0,"Drama, Romance, Thriller",5.5,12.0,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan,Mohit Madaan
Ishq Uncensored,1991,131.0,Drama,6.0,25.0,Anuradha Tiwari,Sharman Joshi,Patralekhaa Paul,Pran
Ishq Vishk,2003,134.0,"Comedy, Romance",6.0,3.0,Ken Ghosh,Shahid Kapoor,Amrita Rao,Shenaz Treasury
Ishqan,1991,131.0,Romance,6.0,25.0,Naren Bansal,Dipanshu Sharma,Anjuman Gulati,Rachita Rampal
Ishqedarriyaan,2015,132.0,Romance,4.8,151.0,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta
Ishqeria,2018,118.0,"Comedy, Romance",4.1,167.0,Prerna Wadhawan,Manish Anand,Raj Babbar,Richa Chadha
Ishqiya,2010,118.0,"Comedy, Drama, Romance",7.3,10.0,Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi
Ishrat Ki Maut,1935,131.0,Drama,6.0,25.0,M. Murtaza,Ashok Kumar,Rekha,Pran
Ishwar Allah Tere Naam,1983,131.0,Drama,6.0,25.0,Arvind,I.J. Malhotra,Nizamuddin Sayeed,Pran
Ishwar Bhakti,1951,131.0,Drama,6.0,25.0,Gunjal,Trilok Kapoor,Nirupa Roy,Pran
Isi Ka Naam Zindagi,1992,140.0,"Action, Comedy, Drama",5.7,604.0,Kalidas,Aamir Khan,Farha Naaz,Asrani
Isi Life Mein...!,2010,139.0,"Comedy, Drama, Romance",5.4,391.0,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl
ISIS,2017,92.0,Action,6.4,18.0,Yuvraj Kumar,Amrityan,Moshin Bhat,Snighdadeep Chatterji
ISIS II,1991,131.0,Action,6.0,25.0,Yuvraj Kumar,Manisha Kelkar,Rippy Koul,Yuvraj Kumar
ISIS: Enemies of Humanity,2017,135.0,Action,7.5,8.0,Yuvraj Kumar,Yuvraj Kumar,Manon Faure,Rasheed Naz
Iska Kya Karen,1973,131.0,Documentary,6.0,25.0,Ram Mohan,Ashok Kumar,Rekha,Pran
Iski Bhuji Uski Lagi,1991,131.0,Comedy,6.0,25.0,Rajesh Bhatia,Ashok Kumar,Rekha,Pran
Iski Topi Uske Sarr,1998,129.0,"Action, Crime, Drama",4.4,45.0,Raju Mavani,Arun Bakshi,Prem Chopra,Sunny Deol
Iskool Bag,2020,120.0,Drama,6.0,25.0,Aditya Bharadwaj,Aparshakti Khurana,Priyanka Bose,Kartikey Raj
Island City,2015,108.0,Drama,6.7,315.0,Ruchika Oberoi,Vinay Pathak,Amruta Subhash,Tannishtha Chatterjee
Ismat,1944,131.0,Drama,6.0,25.0,Sibtain Fazli,Mehtab,Nargis,Nandrekar
Issaq,2013,148.0,"Drama, Romance",4.5,439.0,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan
Issaq Tera,1991,131.0,Romance,6.0,25.0,Rohan Sippy,Daniela Lopez Osorio,Fateh Randhawa,Pran
Issi Ka Naam Dunia Hai,1962,130.0,"Drama, Music",6.7,6.0,Shakti Samanta,Ashok Kumar,Shyama,Mehmood
It Happens That Way Too: Part II,2003,137.0,"Comedy, Crime, Drama",7.3,719.0,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul
Itanagar 0KM,2015,131.0,Comedy,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Iti Mrinalini: An Unfinished Letter...,2010,131.0,Drama,6.8,503.0,Aparna Sen,Konkona Sen Sharma,Anjan Dutt,Rajat Kapoor
Itihaas,1987,138.0,"Drama, Family",5.0,34.0,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri
Itihaas,1997,154.0,"Action, Drama, Romance",3.5,292.0,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri
Itni Jaldi Kya Hai,1986,131.0,Drama,6.0,25.0,Bhanumati,Bhanumati,Phanu Khan,Rishi Raj
Itni Si Baat,1981,138.0,"Comedy, Family",6.9,71.0,Madhu M.,Sanjeev Kumar,Moushumi Chatterjee,Arun Govil
It's a Man's World,2009,131.0,Drama,6.0,25.0,Saurabh Sengupta,Mohsin Akhtar,Shakti Arora,Mikhill Chandiramani
It's Breaking News,2007,131.0,"Crime, Drama",5.4,62.0,Vishal Inamdar,Vinay Apte,Abhijeet Bagalkote,Bijal Batavia
It's Entertainment,2014,140.0,"Action, Comedy, Drama",4.5,7.0,Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia
It's Rocking: Dard-E-Disco,2012,93.0,Comedy,4.3,9.0,Ashok Tyagi,Asrani,Arun Bakshi,Dinesh Hingoo
Ittar,2021,131.0,Romance,6.0,25.0,Veena Bakshi,Deepak Tijori,Rituparna Sengupta,Sanyogita Bhave
Ittefaq,1969,104.0,"Crime, Mystery, Thriller",7.4,985.0,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar
Ittefaq,2001,138.0,"Action, Comedy, Drama",4.5,80.0,Sanjay Khanna,Sunil Shetty,Mukul Dev,Pooja Batra
Ittefaq,2017,105.0,"Crime, Mystery, Thriller",7.2,10.0,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna
